6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b8,379320,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9b9,379321,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ba,379322,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9bb,379323,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9bc,379324,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9bd,379325,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9be,379326,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9bf,379327,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c0,379328,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c1,379329,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c2,379330,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c3,379331,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c4,379332,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c5,379333,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c6,379334,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c7,379335,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c8,379336,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9c9,379337,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ca,379338,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9cb,379339,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9cc,379340,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9cd,379341,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ce,379342,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9cf,379343,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d0,379344,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d1,379345,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d2,379346,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d3,379347,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d4,379348,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d5,379349,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d6,379350,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d7,379351,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d8,379352,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9d9,379353,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9da,379354,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9db,379355,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9dc,379356,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9dd,379357,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9de,379358,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9df,379359,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e0,379360,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e1,379361,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e2,379362,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e3,379363,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e4,379364,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e5,379365,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e6,379366,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e7,379367,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e8,379368,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9e9,379369,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ea,379370,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9eb,379371,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ec,379372,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ed,379373,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ee,379374,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ef,379375,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f0,379376,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f1,379377,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f2,379378,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f3,379379,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f4,379380,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f5,379381,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f6,379382,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f7,379383,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f8,379384,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9f9,379385,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fa,379386,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fb,379387,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fc,379388,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fd,379389,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9fe,379390,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005c9ff,379391,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca00,379392,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca01,379393,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca02,379394,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca03,379395,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca04,379396,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca05,379397,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca06,379398,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca07,379399,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca08,379400,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca09,379401,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0a,379402,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0b,379403,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0c,379404,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0d,379405,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0e,379406,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca0f,379407,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca10,379408,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca11,379409,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca12,379410,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca13,379411,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca14,379412,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca15,379413,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca16,379414,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca17,379415,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca18,379416,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca19,379417,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca1a,379418,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca1b,379419,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca1c,379420,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca1d,379421,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca1e,379422,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca1f,379423,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca20,379424,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca21,379425,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca22,379426,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca23,379427,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca24,379428,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca25,379429,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca26,379430,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca27,379431,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca28,379432,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca29,379433,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca2a,379434,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca2b,379435,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca2c,379436,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca2d,379437,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca2e,379438,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca2f,379439,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca30,379440,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca31,379441,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca32,379442,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca33,379443,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca34,379444,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca35,379445,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca36,379446,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca37,379447,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca38,379448,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca39,379449,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca3a,379450,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca3b,379451,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca3c,379452,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca3d,379453,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca3e,379454,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca3f,379455,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca40,379456,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca41,379457,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca42,379458,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca43,379459,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca44,379460,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca45,379461,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca46,379462,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca47,379463,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca48,379464,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca49,379465,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca4a,379466,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca4b,379467,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca4c,379468,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca4d,379469,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca4e,379470,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca4f,379471,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca50,379472,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca51,379473,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca52,379474,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca53,379475,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca54,379476,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca55,379477,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca56,379478,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca57,379479,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
6e8ade1c-5453-4ca3-b218-4f6cd1c6322f-0005ca58,379480,Road,TOR,January 04, 2024 12:38 PM,V38,PLE-TR-G12-HLD
